data_ratio,prune_ratio,low-base,high-base
0.1,0.4,2.8800000000000026,2.3900000000000006
0.1,0.6,2.5,1.6799999999999997
0.1,0.8,2.490000000000002,1.3900000000000006
0.2,0.4,1.7399999999999949,2.269999999999996
0.2,0.6,1.7000000000000028,0.3500000000000014
0.2,0.8,2.520000000000003,1.7600000000000051
0.3,0.4,-0.18999999999999773,0.4099999999999966
0.3,0.6,0.8200000000000003,0.8100000000000023
0.3,0.8,1.0200000000000031,0.8900000000000006
