model,dataset,data_ratio,prune_ratio,epochs,post_epochs,baseline_accuracy,low_scores_accuracy,high_scores_accuracy,pruned_baseline_accuracy,pruned_low_scores_accuracy,pruned_high_scores_accuracy,post_pruned_baseline_accuracy,post_pruned_low_accuracy,post_pruned_high_accuracy
resnet18,CIFAR10,0.3,0.4,10,10,70.69,63.27,65.33,69.78,60.34,62.68,74.32,75.04,74.11
